id	total	white	black	Asian	other
2512004	1641	26	1451	0	0
2513001	1045	0	1017	0	13
2513002	965	2	807	0	156
2513003	699	36	640	0	23
2513004	1202	20	1155	0	0
2513005	981	0	962	0	19
2514001	697	1	654	0	42
2514002	695	0	695	0	0
2514003	1072	95	977	0	0
2514004	1630	161	1469	0	0
2515001	1046	44	1002	0	0
2515002	1001	19	982	0	0
2515003	829	0	829	0	0
2515004	1316	104	1201	5	6
2516001	1224	17	1207	0	0
2516002	1146	0	1146	0	0
2516003	956	0	799	24	133
2517001	1740	104	1513	13	99
2518001	1406	1	1405	0	0
2518002	1182	5	1177	0	0
2518003	607	2	595	0	0
2518004	501	49	452	0	0
2518005	1530	0	1530	0	0
2519001	942	55	848	39	0
2519002	1131	0	1123	0	0
2519003	1173	117	1050	0	0
2519004	2403	0	2331	0	72
2520001	858	65	793	0	0
2520002	1852	0	1852	0	0
2520003	1932	42	1884	6	0
2520004	1202	79	956	0	167
2521011	1698	335	1319	0	44
2521021	1976	0	1976	0	0
2521022	1273	0	1260	0	0
2521023	1236	0	1236	0	0
2521024	1569	0	1545	0	0
2522011	891	0	891	0	0
2522012	660	34	626	0	0
2522013	1339	121	1213	5	0
2522021	1133	0	1133	0	0
2522022	829	13	816	0	0
2522023	817	0	806	0	0
2522024	462	0	462	0	0
2522025	699	23	676	0	0
2601001	1237	77	1160	0	0
2602001	1196	0	1196	0	0
2603001	1724	24	1687	0	4
2604001	1190	11	1166	2	1
2605001	1327	5	1322	0	0
2606001	1355	18	1337	0	0
2606002	2000	89	1871	0	11
2607001	1271	0	1254	17	0
2607002	1026	0	1026	0	0
2608001	950	38	770	0	142
2608002	1292	0	1292	0	0
2609001	957	53	867	0	5
2609002	941	0	941	0	0
2610001	1393	0	1379	0	14
2610002	1105	0	1105	0	0
2705001	1838	63	1673	0	59
2712001	1222	15	1207	0	0
2713001	1093	23	1058	0	12
2714001	1396	37	1336	0	23
2715001	1417	4	1405	0	0
2718001	635	12	623	0	0
2801001	3540	2844	200	355	85
2801002	1041	907	41	83	0
2804001	893	197	670	20	6
2808001	495	70	425	0	0
2809001	952	24	895	0	17
2819001	1378	999	145	194	0
2819002	1111	398	228	424	43
2819003	1313	880	29	366	0
2827001	1246	640	466	17	97
2827002	1402	247	760	148	149
2828001	1774	1013	328	227	163
2831001	1248	103	943	158	44
2831002	1237	698	81	407	30
2832001	1190	392	468	292	9
2838001	695	167	464	52	0
2838002	2271	769	1164	199	70
2909001	767	24	743	0	0
2909002	985	72	781	0	93
2909003	1259	43	1216	0	0
2909004	1350	0	1287	0	0
2912001	1205	0	1143	0	0
2912002	1155	2	1153	0	0
2916001	987	280	299	0	390
2922001	669	0	618	51	0
2922002	1428	83	1345	0	0
2922003	753	27	711	0	0
2924001	988	69	919	0	0
2924002	1052	22	1030	0	0
2925001	1414	9	1396	0	0
2925002	1509	0	1509	0	0
2925003	573	0	573	0	0
2925004	463	0	463	0	0
3005001	489	291	90	0	108
3005002	2499	1345	0	0	1154
3006001	1041	445	510	3	83
3006002	2202	1842	9	0	351
3007001	2211	1526	90	0	595
3007002	886	567	31	0	288
3007003	1404	772	42	0	590
3008001	1372	652	0	0	682
3008002	2711	1600	0	0	1040
3009001	1263	926	21	0	316
3009002	1722	1077	38	0	607
3009003	869	557	4	3	305
3011001	1362	954	66	0	342
3011002	1049	450	0	0	591
3012001	1406	1002	41	0	363
3012002	776	417	232	0	127
3012003	1905	1313	72	0	473
3016001	2094	1314	3	2	775
3016002	2305	1661	0	0	632
3017011	1456	635	1	1	803
3017012	1116	818	0	0	298
3017013	2090	1366	0	0	724
3017021	440	98	0	0	342
3017022	1036	391	0	0	645
3017023	2075	1223	0	0	852
3018011	866	331	0	0	535
3018012	3261	2312	157	0	763
3018021	730	370	0	0	360
3018022	1038	510	2	0	526
3018023	795	374	0	0	421
3018031	987	783	0	0	191
3018032	3115	2313	0	0	802
3018033	693	366	0	0	231
3102001	531	290	0	7	228
3102002	796	521	0	0	258
3103001	1383	584	59	3	700
3104001	1363	744	140	12	397
3105001	1756	584	6	3	1134
3106001	1870	724	359	62	488
3106002	1608	839	36	67	499
3106003	1570	668	45	15	805
3107001	1800	926	76	30	768
3108001	1252	497	0	0	734
3108002	955	605	8	0	342
3108003	2870	1072	24	0	1723
3109001	1945	989	56	0	883
3109002	1700	558	0	20	1041
3109003	1977	881	69	27	968
3201001	2620	1968	48	575	0
3201002	2004	1246	113	373	224
3201003	806	491	163	140	0
3201004	2792	2265	195	288	24
3204001	1143	816	142	113	0
3206001	2002	1185	357	400	0
3206002	1468	897	313	167	0
3301001	3055	1310	710	757	131
3301002	3987	2515	698	495	167
3301003	4629	2711	934	790	48
3301004	2650	802	1596	141	44
3302001	712	17	408	259	0
3302002	3144	1800	705	544	49
3403001	1991	354	0	1419	69
3404001	2089	404	1	1500	10
3405001	1755	776	205	475	294
3406001	1141	0	1137	0	0
3501001	850	69	542	174	32
3501002	1161	235	609	251	48
3504001	719	0	673	0	46
3510001	458	13	445	0	0
3510002	991	45	873	53	10
3510003	2239	36	1450	742	0
3511001	2134	0	2134	0	0
3511002	0	0	0	0	0
3511003	12	0	12	0	0
3514001	1369	144	1196	29	0
3515001	0	0	0	0	0
3515002	135	0	87	48	0
3602001	1011	0	969	0	28
3801001	2274	126	2141	1	0
3802001	394	27	367	0	0
3802002	1204	54	1134	0	0
3805001	412	4	405	0	0
3807001	1428	314	1089	8	0
3812001	826	119	683	0	0
3812002	1380	18	1331	0	10
3814001	1607	69	1493	0	45
3815001	408	3	394	11	0
3817001	0	0	0	0	0
3818001	784	47	643	0	58
3818002	325	43	282	0	0
3819001	770	18	739	0	0
3819002	750	9	723	0	0
3901001	1377	60	1268	13	25
3902001	962	39	747	161	0
3902002	838	21	803	5	0
3903001	650	2	648	0	0
3903002	2084	140	1878	25	16
3904001	1375	112	1263	0	0
3904002	1595	92	1463	5	0
3905001	1415	380	907	120	0
3906001	889	236	617	0	0
3906002	1088	550	295	141	0
3907001	1351	429	720	151	16
3907002	1270	243	872	104	13
3907003	3112	1288	1028	711	0
4003001	1725	14	1689	0	22
4004001	966	0	957	0	9
4004002	444	8	421	8	0
4005001	953	0	941	0	0
4005002	970	9	952	0	0
4008001	738	0	708	0	0
4008002	1599	3	1596	0	0
4101001	733	353	209	8	150
4101002	988	145	634	92	41
4102001	1082	446	427	150	4
4105001	1284	630	458	133	2
4105002	1203	125	1037	27	0
4106001	1488	567	755	67	48
4106002	900	497	226	155	14
4107001	2146	1173	450	228	162
4108001	1089	405	502	132	0
4108002	1977	773	743	322	78
4109001	820	300	419	45	16
4109002	695	272	299	8	68
4109003	2185	1330	546	185	29
4110001	1529	869	552	87	7
4110002	698	531	79	47	0
4110003	1497	893	355	139	45
4111001	1056	666	65	313	5
4111002	1212	984	5	179	8
4112001	1157	755	164	202	14
4112002	532	488	10	30	0
4201001	1133	81	1043	9	0
4202001	1768	421	1208	39	15
4203001	1812	528	1032	222	24
4204001	1591	173	1213	154	18
4205001	1262	0	1246	0	0
4205002	1083	8	1075	0	0
4206001	829	0	819	0	0
4206002	1334	34	1300	0	0
4207001	380	13	367	0	0
4207002	518	0	518	0	0
4207003	744	0	717	0	9
4207004	648	0	648	0	0
4207005	784	9	775	0	0
4208001	1153	73	1023	0	18
4208002	1312	27	1285	0	0
4212001	1044	0	1044	0	0
4212002	483	0	483	0	0
4301011	869	26	843	0	0
4301012	1128	0	839	0	0
4301013	808	0	808	0	0
4301014	1548	46	1436	0	0
4301021	1743	12	1706	0	0
4301022	566	0	566	0	0
4301023	857	1	856	0	0
4302001	351	22	329	0	0
4302002	773	0	773	0	0
4302003	868	0	716	0	152
4302004	836	14	805	0	4
4302005	1770	65	1552	0	0
4303001	1112	9	1097	0	0
4303002	618	0	618	0	0
4303003	500	0	493	0	0
4304001	1103	16	1063	0	0
4304002	721	11	710	0	0
4304003	614	0	587	0	0
4304004	658	6	652	0	0
4305001	1305	0	1274	0	0
4305002	938	1	903	0	0
4305003	1263	0	1263	0	0
4306001	620	6	614	0	0
4306002	980	17	955	0	0
4307001	1323	19	1245	0	0
4307002	973	66	893	0	0
4308001	1082	19	1045	0	0
4308002	956	21	923	0	0
4309001	985	0	985	0	0
4309002	501	0	501	0	0
4312001	1388	17	1328	0	0
4312002	1252	30	1170	0	45
4313011	181	15	155	0	11
4313012	1544	0	1467	0	0
4313013	1241	0	1230	0	0
4313021	1230	0	1198	0	0
4313022	785	0	771	0	0
4313023	1411	1	1373	0	2
4314001	3057	125	2713	23	19
4314002	1185	98	1076	11	0
4314003	1590	17	1573	0	0
4314004	294	0	294	0	0
4401011	1787	0	1779	0	0
4401012	1065	0	1065	0	0
4401013	359	0	338	21	0
4401014	1171	0	1171	0	0
4401021	1519	0	1519	0	0
4401022	281	0	277	0	0
4401023	771	0	759	0	0
4401024	863	22	841	0	0
4402011	1756	0	1756	0	0
4402012	1139	0	1106	0	0
4402013	769	0	757	0	0
4402014	1840	0	1706	0	0
4402021	1271	0	1224	0	0
4402022	1191	0	1180	0	0
4402023	743	0	727	0	0
4403001	808	0	779	0	0
4403002	1745	37	1701	1	0
4403003	766	0	752	0	0
4403004	566	0	566	0	0
4403005	810	0	783	0	0
4406001	768	0	768	0	0
4406002	1459	5	1441	0	0
4407001	774	0	774	0	0
4407002	1008	28	890	10	0
4408001	970	16	943	0	11
4408002	1065	0	1065	0	0
4409001	1236	30	1147	0	0
4409002	709	0	709	0	0
4409003	926	0	915	0	0
4503001	1369	116	1231	0	0
4503002	719	0	719	0	0
4503003	996	0	971	0	0
4503004	458	0	451	0	0
4601001	1126	45	1040	0	0
4601002	816	37	705	0	74
4601003	577	84	383	0	110
4601004	909	364	495	0	50
4602001	1024	748	162	0	75
4602002	1310	419	610	8	273
4603011	1210	406	728	0	76
4603012	1141	208	738	0	170
4603013	858	29	675	0	154
4603021	1205	0	1110	95	0
4603022	612	0	584	0	28
4603023	702	0	654	0	48
4603024	1721	0	1668	0	0
4604001	1189	0	1169	0	20
4604002	814	4	810	0	0
4604003	619	7	606	0	0
4604004	758	9	749	0	0
4605001	419	9	410	0	0
4605002	984	16	968	0	0
4605003	1169	0	1169	0	0
4605004	612	0	612	0	0
4605005	563	45	518	0	0
4605006	1166	0	1166	0	0
4605007	905	0	796	0	0
4606001	1292	133	998	1	160
4607001	1509	248	1161	24	39
4607002	922	312	126	0	405
4607003	1152	415	451	0	250
4610001	1593	588	906	0	99
4701001	1293	0	1293	0	0
4701002	2081	17	2064	0	0
4801001	953	28	916	0	0
4801002	1191	0	1191	0	0
4802001	639	0	639	0	0
4802002	719	0	719	0	0
4803001	903	4	899	0	0
4803002	480	10	452	0	18
4804001	505	0	505	0	0
4804002	583	0	583	0	0
4804003	1693	26	1612	14	41
4804004	989	38	951	0	0
4804005	840	0	840	0	0
4804006	976	0	976	0	0
4804007	1331	11	1306	0	0
4805001	1233	0	1233	0	0
4805002	910	36	850	0	24
4805003	915	64	637	0	192
4903001	1122	19	1098	0	0
4903002	973	0	921	0	0
4904001	1269	0	1269	0	0
4905001	1346	63	1236	32	0
4905002	1050	0	1027	0	23
4906001	1323	4	1253	40	0
4907001	888	0	865	0	23
4907002	950	6	944	0	0
4907003	1508	0	1495	0	0
4908001	844	7	837	0	0
4908002	915	27	888	0	0
4908003	915	20	895	0	0
4908004	719	15	623	0	21
4908005	636	9	627	0	0
4909011	1552	21	1498	33	0
4909012	1093	78	1001	0	0
4909013	1221	0	1221	0	0
4909021	1019	0	1008	0	0
4909022	2729	0	2729	0	0
4909023	949	0	949	0	0
4909024	1042	0	1042	0	0
4910001	960	8	927	0	0
4910002	792	0	792	0	0
4910003	434	10	424	0	0
4910004	1633	29	1604	0	0
4910005	1693	19	1584	0	0
4911001	962	42	920	0	0
4911002	1029	0	1029	0	0
4911003	1002	0	1002	0	0
4911004	1349	69	1276	0	4
4911005	749	0	749	0	0
4912001	1634	0	1634	0	0
4912002	657	30	620	0	0
4912003	465	0	465	0	0
4913001	714	2	712	0	0
4913002	1035	41	994	0	0
4913003	837	0	837	0	0
4913004	498	10	488	0	0
4914001	689	0	689	0	0
4914002	1272	10	1248	0	0
4914003	1049	9	1035	0	0
5001001	693	0	693	0	0
5001002	630	0	630	0	0
5001003	611	22	561	0	28
5001004	1649	7	1634	0	8
5002001	1314	0	1314	0	0
5002002	820	103	717	0	0
5003001	824	260	469	0	95
5003002	881	525	222	0	126
5101001	1678	1032	0	0	596
5101002	2395	1092	138	0	1165
5102001	872	319	486	0	67
5102002	1143	14	1088	14	0
5102003	1228	56	1113	0	59
5103001	1595	38	1382	0	0
5103002	937	0	926	0	0
5103003	661	0	597	0	64
5103004	2692	0	2607	23	0
5201001	1636	1001	215	0	341
5202001	712	182	207	1	309
5202002	1887	1494	110	0	283
5202003	1569	1237	179	0	116
5203001	2040	1639	0	0	307
5203002	2367	1808	27	21	511
5203003	1180	643	26	0	511
5203004	1622	745	0	0	855
5204001	1260	708	0	0	492
5204002	1253	694	10	0	524
5204003	734	553	0	0	181
5204004	1268	819	0	0	441
5205001	780	487	13	12	219
5205002	2069	1585	0	0	484
5205003	1689	1260	0	0	334
5206001	2986	2194	0	46	698
5301001	1848	591	766	0	491
5301002	1279	145	1117	0	17
5302001	1060	10	1050	0	0
5302002	1177	7	1170	0	0
5302003	812	0	812	0	0
5302004	1696	0	1687	0	0
5302005	1200	0	1200	0	0
5303001	965	0	847	0	118
5303002	966	10	956	0	0
5303003	805	0	805	0	0
5303004	1615	5	1610	0	0
5304001	1194	0	1194	0	0
5304002	869	8	861	0	0
5305011	1228	0	1228	0	0
5305012	2336	44	2276	0	0
5305013	856	7	808	0	0
5305014	1462	28	1434	0	0
5305021	1250	0	1250	0	0
5305031	1423	0	1423	0	0
5305032	1897	2	1895	0	0
5305033	2502	0	2392	0	0
5306001	1582	19	1553	0	0
5306002	1159	18	1141	0	0
5306003	981	85	896	0	0
5401011	1204	103	1032	62	0
5401012	893	0	893	0	0
5401013	971	0	971	0	0
5401014	12	0	12	0	0
5401021	862	0	862	0	0
5401022	1890	0	1890	0	0
5401023	599	28	571	0	0
5501001	1316	993	1	0	289
5501002	619	573	0	0	14
5501003	1427	581	565	0	262
5501004	1364	600	294	34	436
5501005	642	511	0	0	104
5501006	2212	2085	77	0	0
5502001	1950	1793	48	0	102
5502002	809	568	76	0	12
5601001	944	646	127	100	71
5602001	529	0	490	39	0
5602002	36	0	36	0	0
5602003	1568	183	1352	0	33
5603001	1568	709	387	240	232
5603002	1264	869	0	2	393
5604001	1307	954	0	80	260
5607001	1452	1011	3	0	394
5607002	2042	1338	0	101	399
5608001	927	661	13	0	176
5608002	1621	1233	0	0	388
5608003	1284	1251	0	0	33
5608004	671	403	0	0	268
5608005	1335	1174	0	0	20
5609001	1003	903	0	0	100
5609002	800	580	0	0	125
5609003	744	675	0	9	60
5609004	1218	960	0	0	258
5609005	833	614	17	49	153
5609006	525	513	0	12	0
5610001	1060	709	0	0	289
5610002	861	720	0	0	141
5610003	929	929	0	0	0
5610004	547	492	0	0	55
5610005	837	579	0	0	258
5610006	899	714	0	0	185
5611001	835	361	0	0	386
5611002	691	657	0	0	24
5611003	695	548	0	0	147
5611004	1089	1006	0	18	33
5611005	1263	1263	0	0	0
5611006	861	634	0	0	227
5701001	1209	772	0	0	312
5702001	1588	1178	1	18	377
5703001	1866	1218	0	0	618
5703002	1131	668	0	49	414
5703003	1341	935	0	0	406
5703004	1805	1211	0	0	594
5704001	786	569	26	0	177
5704002	598	270	0	0	328
5705001	1410	654	116	0	640
5705002	1294	757	43	0	494
5801001	1591	1008	8	209	366
5801002	1410	651	117	105	516
5802001	1869	614	1	237	979
5802002	1827	653	52	70	1052
5803001	2349	1060	0	168	1108
5804001	1251	783	0	85	374
5804002	875	338	27	86	424
5804003	956	556	0	35	365
5804004	683	405	0	89	179
5805011	1140	382	0	164	594
5805012	1030	773	0	0	246
5805013	1693	1296	93	0	304
5805014	1569	802	1	118	633
5805021	1797	1395	0	113	289
5805022	1177	684	0	134	280
5805023	2155	802	111	493	727
5806001	1033	652	0	61	270
5806002	2021	1357	166	300	198
5806003	1279	845	0	0	415
5806004	1641	1343	13	0	279
5807001	839	420	0	0	414
5807002	3276	2019	0	240	1017
5807003	1517	1092	0	68	357
5808001	1907	1375	16	0	489
5905001	1844	1070	14	280	475
5906001	1366	639	0	42	599
5906002	1079	383	0	230	447
5906003	1328	768	12	157	385
5907001	1543	905	134	321	171
5907002	1540	506	88	96	841
6004001	1642	519	102	971	0
6004002	928	278	0	501	149
6004003	1778	579	9	869	203
6006001	1429	365	9	555	344
6006002	814	251	0	330	233
6007001	1215	528	0	253	434
6007002	1194	738	112	216	106
6009001	923	311	134	66	364
6009002	809	305	23	212	188
6009003	1047	514	25	145	265
6009004	764	334	30	400	0
6103001	2201	1129	16	0	755
6103002	1481	727	57	0	668
6103003	1689	853	103	35	661
6104001	1675	1136	0	0	477
6108001	1320	1303	0	0	0
6110001	1142	125	695	0	301
6111001	797	464	64	0	269
6111002	481	25	387	0	69
6111003	1038	508	53	0	468
6112001	948	373	134	0	441
6112002	1436	651	444	16	277
6113001	667	323	0	0	344
6113002	1354	565	338	0	392
6113003	1103	675	63	0	365
6114001	1788	1045	0	0	733
6114002	961	531	120	0	280
6114003	1024	514	1	0	509
6115001	1075	334	68	0	652
6115002	2279	1140	249	0	868
6116001	1334	253	666	0	235
6116002	925	67	853	0	5
6117001	507	91	416	0	0
6117002	170	33	86	0	51
6117003	832	172	531	0	106
6118001	1666	571	994	0	59
6118002	770	90	427	0	180
6119001	1912	161	1746	0	5
6119002	552	24	450	0	69
6120001	606	3	603	0	0
6120002	1034	0	1014	0	10
6121001	1388	36	1352	0	0
6201001	1677	1205	15	0	457
6201002	2028	739	125	25	1082
6201003	807	496	52	0	213
6202001	1034	403	10	27	594
6202002	1276	617	0	101	510
6203001	882	490	0	9	383
6203002	1291	1146	0	11	98
6203003	944	598	0	0	346
6203004	753	442	10	0	301
6203005	699	394	0	29	224
6203006	1781	1065	45	60	540
6204001	1675	1022	116	0	537
6204002	1023	652	61	42	268
6204003	1393	1053	42	0	298
6204004	975	449	1	0	490
6301001	1279	578	302	0	399
6302001	2223	1244	14	87	844
6303001	2902	1940	3	0	959
6303002	2540	1542	0	0	960
6304001	797	470	0	6	312
6304002	2172	820	0	0	1345
6304003	1919	1305	0	0	614
6304004	1713	904	0	73	729
6305001	1592	654	0	40	898
6305002	1614	1016	212	0	386
6305003	1231	735	0	0	448
6305004	1169	707	3	0	459
6308001	1547	1041	0	0	506
6308002	1543	844	56	0	643
6308003	1647	948	0	0	654
6308004	2097	1102	211	9	769
6309001	2000	902	2	26	1058
6309002	1404	1030	54	25	280
6309003	1514	798	0	0	716
6401001	1262	635	44	26	495
6403001	1129	307	0	0	714
6403002	1063	733	0	0	330
6403003	640	504	0	0	78
6403004	1750	1347	13	0	329
6403005	1088	1085	3	0	0
6403006	978	880	0	0	0
6404001	1431	1377	0	0	47
6404002	1898	1277	0	0	593
6405001	1927	1401	0	0	475
6405002	1724	1165	11	34	487
6406001	1013	486	0	114	379
6406002	1370	1154	0	0	209
6406003	1656	1429	0	0	227
6407001	687	525	0	11	151
6407002	695	660	0	0	35
6407003	899	486	0	9	354
6407004	997	372	2	0	621
6408001	949	423	58	0	468
6408002	696	512	0	0	184
6501001	1343	354	110	0	850
6501002	1097	212	0	1	884
6501003	1190	654	10	12	375
6501004	1194	455	15	0	637
6502001	1039	525	0	0	405
6502002	1445	390	28	0	772
6502003	1732	299	0	0	1375
6502004	1787	984	0	0	563
6502005	491	370	0	0	121
6502006	679	272	0	0	407
6503011	1202	361	83	0	747
6503012	1890	1100	0	0	790
6503013	1210	595	0	0	615
6503014	1039	392	0	0	647
6503021	2200	858	79	0	1263
6503022	1818	914	7	0	697
6504001	683	291	12	0	380
6504002	918	175	0	39	704
6504003	2019	544	74	0	1394
6504004	1774	350	71	1	1264
6504005	1427	300	11	0	1116
6505001	1242	474	0	0	728
6505002	1450	739	0	8	673
6505003	1816	740	631	40	370
6603011	1850	128	1071	0	651
6603021	1633	287	177	12	1139
6603022	980	48	281	0	651
6603023	1318	259	175	0	863
6603024	1397	282	427	34	587
6604001	1340	186	30	0	1114
6604002	1900	433	155	0	1302
6604003	956	498	11	0	437
6604004	1475	365	0	0	1110
6605001	1372	299	292	0	781
6605002	1858	305	352	0	1168
6605003	1094	173	191	0	730
6605004	1038	307	44	0	687
6606001	1038	63	789	0	186
6606002	1480	0	1448	32	0
6606003	830	89	493	0	206
6606004	1340	187	857	0	238
6606005	1782	44	801	0	937
6607001	875	42	810	2	21
6607002	1146	61	1085	0	0
6608001	979	13	966	0	0
6608002	1669	28	1641	0	0
6608003	1254	34	246	0	974
6608004	864	57	592	0	154
6608005	1499	211	436	0	758
6609001	1992	27	1876	0	89
6609002	1208	0	1096	0	112
6609003	1476	282	1038	41	105
6610001	639	1	638	0	0
6610002	544	2	540	0	0
6610003	1000	21	979	0	0
6610004	1736	28	1518	190	0
6610005	1526	29	1385	0	38
6611001	1565	224	1065	34	230
6611002	704	199	499	6	0
6611003	1017	161	774	0	73
6611004	1118	212	329	0	545
6611005	1565	335	230	0	1000
6701001	700	48	652	0	0
6701002	796	31	765	0	0
6702001	1394	0	1394	0	0
6703001	356	31	325	0	0
6703002	1015	35	935	23	0
6704001	2681	122	2320	0	86
6705001	1131	14	1057	18	42
6706001	1061	0	1005	0	0
6706002	628	0	628	0	0
6707001	929	13	908	0	0
6707002	705	8	697	0	0
6708001	727	0	687	0	0
6708002	982	2	980	0	0
6709001	731	0	731	0	0
6709002	646	0	612	0	0
6711001	1498	0	1472	0	0
6712001	620	0	620	0	0
6712002	774	7	767	0	0
6713001	1536	33	1482	0	0
6713002	594	0	594	0	0
6713003	330	0	318	0	0
6714001	845	59	770	0	0
6714002	948	0	948	0	0
6715001	864	6	858	0	0
6715002	2242	64	2178	0	0
6715003	907	51	761	0	0
6716001	906	17	889	0	0
6716002	1049	0	1036	0	0
6716003	569	0	479	0	0
6718001	1463	14	1449	0	0
6719001	1336	0	1331	0	0
6720001	2008	49	1959	0	0
6720002	880	19	861	0	0
6720003	717	16	667	0	0
6720004	545	3	542	0	0
6805001	539	69	470	0	0
6805002	1142	53	1067	0	11
6806001	335	0	335	0	0
6806002	1065	0	1027	0	0
6809001	818	0	818	0	0
6809002	968	48	889	4	5
6809003	688	9	679	0	0
6809004	1259	0	1259	0	0
6810001	762	0	762	0	0
6810002	847	0	847	0	0
6810003	606	44	562	0	0
6810004	1010	20	937	0	9
6811001	890	0	890	0	0
6811002	554	0	554	0	0
6811003	457	0	457	0	0
6811004	1062	14	1048	0	0
6811005	557	0	557	0	0
6812001	409	0	409	0	0
6812002	956	0	956	0	0
6812003	794	12	721	0	0
6812004	668	0	668	0	0
6813001	1181	0	1181	0	0
6813002	816	0	816	0	0
6813003	764	0	764	0	0
6814001	229	0	217	0	0
6814002	769	0	769	0	0
6814003	1053	0	1053	0	0
6814004	865	8	857	0	0
6903001	768	9	752	0	0
6903002	1521	144	1366	3	0
6904001	779	0	779	0	0
6904002	890	0	890	0	0
6904003	979	8	971	0	0
6904004	920	0	919	0	0
6905001	1221	0	1221	0	0
6909001	631	0	631	0	0
6909002	797	0	797	0	0
6909003	1004	0	1004	0	0
6909004	1012	31	942	0	0
6909005	871	3	868	0	0
6910001	763	1	754	0	0
6910002	936	0	936	0	0
6910003	580	0	553	0	0
6910004	423	0	423	0	0
6911001	563	15	540	0	8
6911002	881	0	874	0	0
6911003	1009	0	1009	0	0
6911004	1110	0	1062	0	0
6912001	1182	0	1051	0	0
6912002	719	0	719	0	0
6912003	641	0	637	0	0
6913001	1142	0	1142	0	0
6913002	1647	0	1647	0	0
6914001	817	0	817	0	0
6914002	329	0	329	0	0
6914003	852	0	852	0	0
6914004	886	0	886	0	0
6914005	604	90	474	40	0
6915001	533	8	525	0	0
6915002	896	37	818	0	0
6915003	711	0	690	0	0
7001001	2449	247	1639	0	563
7001002	964	28	685	0	251
7002001	1643	659	145	0	770
7002002	1281	627	107	0	490
7002003	1969	352	384	11	1222
7002004	1638	893	341	0	259
7003011	1781	1020	313	0	448
7003012	1572	783	423	0	366
7003013	2359	1155	19	30	1101
7003021	825	521	140	0	164
7003022	633	480	134	0	19
7003023	1649	572	275	0	802
7003024	2059	1070	620	29	340
7004011	1851	237	1335	0	150
7004012	1718	391	657	25	621
7004013	1640	612	618	0	410
7004014	1407	386	1021	0	0
7004021	1254	186	599	0	449
7004022	752	296	423	0	0
7004023	2123	235	1888	0	0
7005011	1001	63	902	0	36
7005012	1386	98	1281	7	0
7005013	2356	171	2138	21	26
7005014	1981	108	1873	0	0
7005015	744	55	675	0	0
7005016	767	208	559	0	0
7005021	1529	106	1423	0	0
7005022	1609	43	1566	0	0
7101001	1362	118	1229	0	0
7102001	1040	0	1040	0	0
7102002	1053	0	1053	0	0
7102003	954	65	889	0	0
7102004	978	9	969	0	0
7102005	2075	0	2075	0	0
7103001	1756	0	1737	0	0
7104001	1054	0	1038	0	0
7104002	1294	0	1249	25	0
7104003	732	0	732	0	0
7104004	400	0	400	0	0
7104005	1290	0	1290	0	0
7104006	1259	0	1225	34	0
7105001	1215	0	1215	0	0
7105002	1438	0	1438	0	0
7105003	689	10	674	0	5
7105004	1131	0	1116	0	0
7106001	1104	0	1104	0	0
7106002	913	0	913	0	0
7107001	537	3	533	1	0
7107002	857	32	825	0	0
7107003	1227	0	1227	0	0
7107004	661	0	661	0	0
7108001	538	0	499	0	0
7108002	895	0	895	0	0
7108003	1160	0	1160	0	0
7108004	1140	0	1105	0	0
7108005	622	0	622	0	0
7108006	708	24	684	0	0
7109001	929	0	929	0	0
7109002	1743	0	1743	0	0
7110001	1102	0	1102	0	0
7110002	1729	57	1651	0	0
7110003	858	25	833	0	0
7111001	1973	0	1973	0	0
7111002	1210	0	1210	0	0
7111003	561	0	561	0	0
7112001	1390	0	1359	0	0
7112002	879	14	865	0	0
7112003	831	0	831	0	0
7112004	1872	35	1837	0	0
7113001	947	0	895	0	3
7113002	693	0	675	18	0
7114001	832	0	795	0	0
7114002	1073	3	1070	0	0
7114003	648	0	648	0	0
7115001	1538	0	1538	0	0
7115002	1649	0	1620	0	0
7201001	1210	872	303	0	0
7201002	1658	1207	437	0	0
7201003	1071	592	471	8	0
7202001	1140	283	715	0	18
7202002	1429	281	1148	0	0
7202003	2124	963	1108	0	0
7203001	826	656	170	0	0
7203002	660	412	235	13	0
7203003	1403	1092	263	0	10
7203004	859	381	478	0	0
7204001	820	744	64	0	0
7204002	1420	1411	8	0	0
7205001	657	606	46	5	0
7205002	1439	1410	10	8	0
7206001	772	569	203	0	0
7206002	912	865	31	16	0
7207001	1462	518	893	0	13
7207002	860	178	652	30	0
7207003	592	443	101	21	27
7301001	744	0	744	0	0
7301002	790	6	784	0	0
7301003	1052	0	1034	18	0
7302011	1144	0	1144	0	0
7302012	1137	6	1092	2	0
7302013	1913	0	1913	0	0
7302014	1107	0	1107	0	0
7302015	741	0	722	0	0
7302021	1033	54	918	0	7
7302022	1534	0	1534	0	0
7302023	907	97	810	0	0
7303001	1126	0	1102	0	0
7304001	649	0	649	0	0
7304002	1311	33	1278	0	0
7304003	770	0	770	0	0
7304004	809	6	787	0	16
7305001	976	118	837	0	21
7305002	706	3	691	0	0
7305003	1099	0	1099	0	0
7305004	1632	5	1597	0	0
7306001	699	0	699	0	0
7306002	1206	0	1206	0	0
7306003	1566	7	1526	0	0
7307001	1087	0	1087	0	0
7307002	873	7	866	0	0
7401001	356	356	0	0	0
7401002	385	298	0	0	66
7401003	1008	997	0	0	0
7401004	1220	1220	0	0	0
7402001	2069	1857	81	78	44
7402002	1119	1100	0	0	6
